Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
1308,"Renal cell carcinoma, papillary, 1, 605074 (3)","PRCC, RCCP1",179755,1q21,Cancer
1308,"Renal cell carcinoma, papillary, 1, 605074 (3)",TFE3,314310,Xp11.22,Cancer
1308,"Renal cell carcinoma, papillary, familial and sporadic, 605074 (3)",MET,164860,7q31,Cancer
1308,"Renal cell carcinoma, somatic (3)",VHL,608537,3p26-p25,Cancer
3308,"Renal glucosuria, 233100 (3)","SLC5A2, SGLT2",182381,16p11.2,Renal
5308,"Renal hypoplasia, isolated (3)",PAX2,167409,10q24.3-q25.1,Renal
7308,"Renal tubular acidosis, distal, 179800, 602722 (3)","SLC4A1, AE1, EPB3",109270,17q21-q22,Renal
7308,"Renal tubular acidosis, distal, autosomal recessive, 602722 (3)","ATP6V0A4, ATP6N1B, VPP2, RTA1C,
RTADR",605239,7q33-q34,Renal
7308,Renal tubular acidosis-osteopetrosis syndrome (3),CA2,259730,8q22,Renal
7308,"Renal tubular acidosis, proximal, with ocular abnormalities, 604278 (3)","SLC4A4, NBC1, KNBC, SLC4A5",603345,4q21,Renal
7308,"Renal tubular acidosis with deafness, 267300 (3)","ATP6B1, VPP3",192132,2cen-q13,Renal
9308,"Renal tubular dysgenesis, 267430 (3)","ACE, DCP1, ACE1",106180,17q23,Renal
9308,"Renal tubular dysgenesis, 267430 (3)","AGTR1, AGTR1A, AT2R1",106165,3q21-q25,Renal
9308,"Renal tubular dysgenesis, 267430 (3)","AGT, SERPINA8",106150,1q42-q43,Renal
9308,"Renal tubular dysgenesis, 267430 (3)",REN,179820,1q32,Renal
1309,"Renpenning syndrome, 309500 (3)","PQBP1, NPW38, SHS, MRX55, MRXS3,
RENS1, MRXS8",300463,Xp11.23,Neurological
1311,Response to morphine-6-glucuronide (3),OPRM1,600018,6q24-q25,Neurological
1312,"Resting heart rate, 607276 (3)","ADRB1, ADRB1R, RHR",109630,10q24-q26,Cardiovascular
1314,"Restrictive dermopathy, lethal, 275210 (3)","ZMPSTE24, FACE1, STE24, MADB",606480,1p34,Dermatological
1315,"Retinal degeneration, autosomal recessive, clumped pigment type (3)","NRL, D14S46E, RP27",162080,14q11.1-q11.2,Ophthamological
1315,"Retinal degeneration, autosomal recessive, prominin-related (3)","PROM1, PROML1, AC133",604365,4p16.2-p12,Ophthamological
1315,"Retinal degeneration, late-onset, autosomal dominant, 605670 (3)","C1QTNF5, CTRP5, LORD",608752,11q23.3,Ophthamological
1315,"Retinal dystrophy, early-onset severe (3)",LRAT,604863,4q31,Ophthamological
1316,"Retinitis pigmentosa-10, 180105 (3)",IMPDH1,146690,7q31.3-q32,Ophthamological
1316,"Retinitis pigmentosa-11, 600138 (3)","PRPF31, PRP31",606419,19q13.4,Ophthamological
1316,"Retinitis pigmentosa-1, 180100 (3)","RP1, ORP1",603937,8q11-q13,Ophthamological
1316,"Retinitis pigmentosa-12, autosomal recessive, 600105 (3)","CRB1, RP12",604210,1q31-q32.1,Ophthamological
1316,"Retinitis pigmentosa-13, 600059 (3)","PRPF8, PRPC8, RP13",607300,17p13.3,Ophthamological
1316,"Retinitis pigmentosa-14, 600132 (3)","TULP1, RP14",602280,6p21.3,Ophthamological
1316,"Retinitis pigmentosa-17, 600852 (3)","CA4, RP17",114760,17q23,Ophthamological
1316,"Retinitis pigmentosa-18, 601414 (3)","HPRP3, RP18",607301,1q21.2,Ophthamological
1316,"Retinitis pigmentosa-19, 601718 (3)","ABCA4, ABCR, STGD1, FFM, RP19",601691,1p21-p13,Ophthamological
1316,Retinitis pigmentosa-20 (3),"RPE65, RP20",180069,1p31,Ophthamological
1316,Retinitis pigmentosa-2 (3),RP2,312600,Xp11.3,Ophthamological
1316,"Retinitis pigmentosa-26, 608380 (3)",CERKL,608381,2q31.2-q32.3,Ophthamological
1316,Retinitis pigmentosa-27 (3),"NRL, D14S46E, RP27",162080,14q11.1-q11.2,Ophthamological
1316,"Retinitis pigmentosa-30, 607921 (3)","FSCN2, RFSN",607643,17q25,Ophthamological
1316,"Retinitis pigmentosa-3, 300389 (3)","RPGR, RP3, CRD, RP15, COD1",312610,Xp21.1,Ophthamological
1316,"Retinitis pigmentosa-4, autosomal dominant (3)","RHO, RP4, OPN2",180380,3q21-q24,Ophthamological
1316,"Retinitis pigmentosa-7, 608133 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
1316,"Retinitis pigmentosa-9, 180104 (3)",RP9,607331,7p14.2,Ophthamological
1316,"Retinitis pigmentosa, AR, 268000 (3)",RLBP1,180090,15q26,Ophthamological
1316,"Retinitis pigmentosa, AR, without hearing loss, 268000 (3)",USH2A,608400,1q41,Ophthamological
1316,"Retinitis pigmentosa, autosomal dominant (3)",RGR,600342,10q23,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive, 268000 (3)","CNGB1, CNCG3L, CNCG2",600724,16q13,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive (3)","CNGA1, CNCG1",123825,4p12-cen,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive (3)","PDE6A, PDEA",180071,5q31.2-q34,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive (3)","PDE6B, PDEB, CSNB3",180072,4p16.3,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive (3)",RGR,600342,10q23,Ophthamological
1316,"Retinitis pigmentosa, autosomal recessive (3)","RHO, RP4, OPN2",180380,3q21-q24,Ophthamological
1316,"Retinitis pigmentosa, digenic (3)","ROM1, ROSP1",180721,11q13,Ophthamological
1316,"Retinitis pigmentosa, digenic, 608133 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
1316,"Retinitis pigmentosa, juvenile (3)","AIPL1, LCA4",604392,17p13.1,Ophthamological
1316,"Retinitis pigmentosa, late onset, 268000 (3)","NR2E3, PNR, ESCS",604485,15q23,Ophthamological
1316,"Retinitis pigmentosa, late-onset dominant, 268000 (3)","CRX, CORD2, CRD",602225,19q13.3,Ophthamological
1316,"Retinitis pigmentosa, MERTK-related, 268000 (3)",MERTK,604705,2q14.1,Ophthamological
1316,"Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections, 300455 (3)","RPGR, RP3, CRD, RP15, COD1",312610,Xp21.1,Ophthamological
1316,"Retinitis pigmentosa, X-linked, with recurrent respiratory infections, 300455 (3)","RPGR, RP3, CRD, RP15, COD1",312610,Xp21.1,Ophthamological
1316,"Retinitis punctata albescens, 136880 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
1316,"Retinitis punctata albescens, 136880 (3)",RLBP1,180090,15q26,Ophthamological
1317,Retinoblastoma (3),RB1,180200,13q14.1-q14.2,Cancer
1318,"Retinol binding protein, deficiency of (3)",RBP4,180250,10q24,Ophthamological
1320,Retinoschisis (3),"RS1, XLRS1",312700,Xp22.2-p22.1,Ophthamological
1321,"Rett syndrome, 312750 (3)","MECP2, RTT, PPMX, MRX16, MRX79",300005,Xq28,Neurological
1321,"Rett syndrome, atypical, 312750 (3)","CDKL5, STK9",300203,Xp22,Neurological
1321,"Rett syndrome, preserved speech variant, 312750 (3)","MECP2, RTT, PPMX, MRX16, MRX79",300005,Xq28,Neurological
1322,"Rhabdoid predisposition syndrome, familial (3)","SMARCB1, SNF5, INI1, RDT",601607,22q11,Cancer
1322,Rhabdoid tumors (3),"SMARCB1, SNF5, INI1, RDT",601607,22q11,Cancer
1323,"Rhabdomyosarcoma, 268210 (3)","SLC22A1L, BWSCR1A, IMPT1",602631,11p15.5,Cancer
1323,"Rhabdomyosarcoma, alveolar, 268220 (3)","FOXO1A, FKHR",136533,13q14.1,Cancer
1323,"Rhabdomyosarcoma, alveolar, 268220 (3)","PAX3, WS1, HUP2, CDHS",606597,2q35,Cancer
1323,"Rhabdomyosarcoma, alveolar, 268220 (3)",PAX7,167410,1p36.2-p36.12,Cancer
1324,"Rheumatoid arthritis, progression of, 180300 (3)","IL10, CSIF",124092,1q31-q32,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)","MHC2TA, C2TA",600005,16p13,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)",NFKBIL1,601022,6p21.3,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)","PADI4, PADI5, PAD",605347,1p36,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)","PTPN8, PEP, PTPN22, LYP",600716,1p13,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)","RUNX1, CBFA2, AML1",151385,21q22.3,Connective tissue
1324,"Rheumatoid arthritis, susceptibility to, 180300 (3)","SLC22A4, OCTN1",604190,5q31,Connective tissue
1324,"Rheumatoid arthritis, systemic juvenile, susceptibility to, 604302 (3)",MIF,153620,22q11.2,Connective tissue
1325,"Rhizomelic chondrodysplasia punctata, type 1, 215100 (3)","PEX7, RCDP1",601757,6q22-q24,multiple
1325,"Rhizomelic chondrodysplasia punctata, type 3, 600121 (3)","AGPS, ADHAPS",603051,2q31,multiple
1326,Rh-mod syndrome (3),"RHAG, RH50A",180297,6p21.1-p11,Hematological
1327,Rh-negative blood type (3),RHD,111680,1p36.2-p34,Hematological
1327,"Rh-null disease, amorph type (3)",RHCE,111700,1p36.2-p34,Hematological
1329,"Ribose 5-phosphate isomerase deficiency, 608611 (3)","RPIA, RPI",180430,2p11.2,Metabolic
1330,"Rickets due to defect in vitamin D 25-hydroxylation, 600081 (3)",CYP2R1,608713,11p15.2,Bone
1330,"Rickets, vitamin D-resistant, type IIA, 277440 (3)",VDR,601769,12q12-q14,Bone
1330,"Rickets, vitamin D-resistant, type IIB, 277420 (3)",VDR,601769,12q12-q14,Bone
1331,Rieger anomaly (3),"FOXC1, FKHL7, FREAC3",601090,6p25,multiple
1331,"Rieger syndrome, 180500 (3)","PITX2, IDG2, RIEG1, RGS, IGDS2",601542,4q25-q26,multiple
1332,"Ring dermoid of cornea, 180550 (3)","PITX2, IDG2, RIEG1, RGS, IGDS2",601542,4q25-q26,Ophthamological
1333,"Rippling muscle disease, 606072 (3)","CAV3, LGMD1C",601253,3p25,Muscular
1334,"Roberts syndrome, 268300 (3)",ESCO2,609353,8p21.1,Developmental
1335,"Robinow syndrome, autosomal recessive, 268310 (3)","ROR2, BDB1, BDB, NTRKR2",602337,9q22,multiple
1337,"Rokitansky-Kuster-Hauser syndrome, 277000 (3)",WNT4,603490,1p35,Developmental
1338,"Rothmund-Thomson syndrome, 268400 (3)","RECQL4, RTS, RECQ4",603780,8q24.3,multiple
1339,"Roussy-Levy syndrome, 180800 (3)","MPZ, CMT1B, CMTDI3, CHM, DSS",159440,1q22,multiple
1339,"Roussy-Levy syndrome, 180800 (3)","PMP22, CMT1A, CMT1E, DSS",601097,17p11.2,multiple
1341,"Rubenstein-Taybi syndrome, 180849 (3)","CREBBP, CBP, RSTS",600140,16p13.3,multiple
1341,"Rubinstein-Taybi syndrome, 180849 (3)",EP300,602700,22q13,multiple
1344,"Saethre-Chotzen syndrome, 101400 (3)","FGFR2, BEK, CFD1, JWS",176943,10q26,Developmental
1344,"Saethre-Chotzen syndrome, 101400 (3)","TWIST, ACS3, SCS",601622,7p21,Developmental
1344,"Saethre-Chotzen syndrome with eyelid anomalies, 101400 (3)","TWIST, ACS3, SCS",601622,7p21,Developmental
1345,Salivary adenoma (3),"HMGA2, HMGIC, BABL, LIPO",600698,12q14.3,Cancer
1346,"Salla disease, 604369 (3)","SLC17A5, SIASD, SLD",604322,6q14-q15,Metabolic
1347,"Sandhoff disease, infantile, juvenile, and adult forms, 268800 (3)",HEXB,606873,5q13,Metabolic
1348,"Sanfilippo syndrome, type A, 252900 (3)","SGSH, MPS3A, SFMD",605270,17q25.3,Metabolic
1348,"Sanfilippo syndrome, type B (3)",NAGLU,252920,17q21,Metabolic
1349,"Sarcoidosis, early-onset, 181000 (3)","CARD15, NOD2, IBD1, CD, ACUG,
PSORAS1",605956,16q12,Immunological
1349,"Sarcoidosis, susceptibility to, 181000 (3)",BTNL2,606000,6p21.3,Immunological
1349,"Sarcoidosis, susceptibility to, 181000 (3)",HLA-DR1B,142857,6p21.3,Immunological
1350,"Sarcoma, synovial (3)","SSX1, SSRC",312820,Xp11.2,Cancer
1350,"Sarcoma, synovial (3)",SSX2,300192,Xp11.2,Cancer
1352,"SARS, progression of (3)","ACE, DCP1, ACE1",106180,17q23,Immunological
1354,"Schimke immunoosseous dysplasia, 242900 (3)","SMARCAL1, HARP, SIOD",606622,2q34-q36,Connective tissue
1355,"Schindler disease, type I, 609241 (3)",NAGA,104170,22q11,Metabolic
1355,"Schindler disease, type III, 609241 (3)",NAGA,104170,22q11,Metabolic
1357,"Schizencephaly, 269160 (3)",EMX2,600035,10q26.1,Neurological
1359,"Schizoaffective disorder, susceptibility to, 181500 (3)",DISC1,605210,1q42.1,Psychiatric
1359,"Schizophrenia 5, 603175 (3)",TRAR4,608923,6q23.2,Psychiatric
1359,"Schizophrenia, chronic (3)","APP, AAA, CVAP, AD1",104760,21q21,Psychiatric
1359,"Schizophrenia, susceptibility to, 181500 (3)",COMT,116790,22q11.2,Psychiatric
1359,"Schizophrenia, susceptibility to, 181500 (3)",DISC1,605210,1q42.1,Psychiatric
1359,"Schizophrenia, susceptibility to, 181500 (3)",HTR2A,182135,13q14-q21,Psychiatric
1359,"Schizophrenia, susceptibility to, 181500 (3)","RTN4R, NOGOR",605566,22q11,Psychiatric
1359,"Schizophrenia, susceptibility to, 181500 (3)",SYN2,600755,3p25,Psychiatric
1359,"Schizophrenia, susceptibility to, 181510 (3)","EPN4, EPNR, KIAA0171, SCZD1",607265,5q33.3,Psychiatric
1359,"Schizophrenia, susceptibility to, 4 600850 (3)","PRODH, PRODH2, SCZD4",606810,22q11.2,Psychiatric
1360,"Schwannomatosis, 162091 (3)",NF2,607379,22q12.2,Cancer
1361,"Schwartz-Jampel syndrome, type 1, 255800 (3)","HSPG2, PLC, SJS, SJA, SJS1",142461,1p36.1,multiple
1362,"SCID, autosomal recessive, T-negative/B-positive type (3)","JAK3, JAKL",600173,19p13.1,Immunological
1363,"Sclerosteosis, 269500 (3)",SOST,605740,17q12-q21,Skeletal
1365,Scurvy (3),"GULOP, GULO",240400,8p21.1,Nutritional
1366,"Sea-blue histiocyte disease, 269600 (3)","APOE, AD2",107741,19q13.2,Hematological
1367,"Seasonal affective disorder, susceptibility to, 608516 (3)",HTR2A,182135,13q14-q21,Psychiatric
1368,"Sebastian syndrome, 605249 (3)","MYH9, MHA, FTNS, DFNA17",160775,22q11.2,Hematological
1369,"Seckel syndrome 1, 210600 (3)","ATR, FRP1, SCKL",601215,3q22-q24,Developmental
1370,"Segawa syndrome, recessive (3)","TH, TYH",191290,11p15.5,Neurological
1371,"Seizures, afebrile, 604233 (3)","SCN2A1, SCN2A",182390,2q23-q24.3,Neurological
1371,"Seizures, benign familial neonatal-infantile, 607745 (3)","SCN2A1, SCN2A",182390,2q23-q24.3,Neurological
1372,Selective T-cell defect (3),"ZAP70, SRK, STD",176947,2q12,Immunological
1373,"Self-healing collodion baby, 242300 (3)","TGM1, ICR2, LI1",190195,14q11.2,Dermatological
1374,"SEMD, Pakistani type (3)","PAPSS2, ATPSK2",603005,10q22-q24,Connective tissue
1375,"Senior-Loken syndrome-1, 266900 (3)","NPHP1, NPH1, SLSN1",607100,2q13,Renal
1375,"Senior-Loken syndrome 4, 606996 (3)","NPHP4, SLSN4",607215,1p36,Renal
1375,"Senior-Loken syndrome 5, 609254 (3)","IQCB1, NPHP5, KIAA0036",609237,3q21.1,Renal
1376,"Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis, 157640 (3)","POLG, POLG1, POLGA, PEO",174763,15q25,Ophthamological
1377,Sepiapterin reductase deficiency (3),SPR,182125,2p14-p12,Metabolic
1378,"Sepsis, susceptibility to (3)","CASP12, CASP12P1",608633,11q22.3,Immunological
1378,"Septic shock, susceptibility to (3)","TNF, TNFA",191160,6p21.3,Immunological
1380,"Septooptic dysplasia, 182230 (3)","HESX1, RPX",601802,3p21.2-p21.1,multiple
1381,"Sertoli cell-only syndrome, susceptibility to, 305700 (3)",USP26,300309,Xq26.2,Renal
1383,"Severe combined immunodeficiency, Athabascan type, 602450 (3)","DCLRE1C, ARTEMIS, SCIDA",605988,10p,Immunological
1383,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",RAG1,179615,11p13,Immunological
1383,"Severe combined immunodeficiency, B cell-negative, 601457 (3)",RAG2,179616,11p13,Immunological
1383,"Severe combined immunodeficiency due to ADA deficiency, 102700 (3)",ADA,608958,20q13.11,Immunological
1383,Severe combined immunodeficiency due to PTPRC deficiency (3),"PTPRC, CD45, LCA",151460,1q31-q32,Immunological
1383,"Severe combined immunodeficiency, T-cell negative, B-cell/natural killer cell-positive
type, 600802 (3)",IL7R,146661,5p13,Immunological
1383,"Severe combined immunodeficiency, T-negative/B-positive type, 600802 (3)","CD3D, T3D",186790,11q23,Immunological
1383,"Severe combined immunodeficiency, X-linked, 300400 (3)","IL2RG, SCIDX1, SCIDX, IMD4",308380,Xq13,Immunological
1384,"Sex reversal, XY, with adrenal failure (3)","FTZF1, FTZ1, SF1",184757,9q33,Unclassified
1385,Sezary syndrome (3),BCL10,603517,1p22,Cancer
1386,"Shah-Waardenburg syndrome, 277580 (3)",EDN3,131242,20q13.2-q13.3,multiple
1387,"Short stature, autosomal dominant, with normal serum growth hormone binding protein
(3)",GHR,600946,5p13-p12,Skeletal
1387,"Short stature, idiopathic (3)",GHR,600946,5p13-p12,Skeletal
1387,"Short stature, idiopathic familial, 604271 (3)","SHOX, GCFX, SS, PHOG",312865,Xpter-p22.32,Skeletal
1387,"Short stature, idiopathic familial, 604271 (3)",SHOXY,400020,Ypter-p11.2,Skeletal
1387,"Short stature, pituitary and cerebellar defects, and small sella turcica, 606606 (3)",LHX4,602146,1q25,Skeletal
1388,"Shprintzen-Goldberg syndrome, 182212 (3)","FBN1, MFS1, WMS",134797,15q21.1,multiple
1389,"Shwachman-Diamond syndrome, 260400 (3)","SBDS, SDS",607444,7q11,multiple
1391,"Sialic acid storage disorder, infantile, 269920 (3)","SLC17A5, SIASD, SLD",604322,6q14-q15,Metabolic
1391,"Sialidosis, type I, 256550 (3)","NEU1, NEU, SIAL1",608272,6p21.3,Metabolic
1391,"Sialidosis, type II, 256550 (3)","NEU1, NEU, SIAL1",608272,6p21.3,Metabolic
1392,"Sialuria, 269921 (3)","GNE, GLCNE, IBM2, DMRV, NM",603824,9p12-p11,Metabolic
1393,Sickle cell anemia (3),HBB,141900,11p15.5,Hematological
1394,"Sick sinus syndrome, 608567 (3)","SCN5A, LQT3, IVF, HB1, SSS1",600163,3p21,Cardiovascular
1396,"Silver spastic paraplegia syndrome, 270685 (3)","BSCL2, SPG17",606158,11q13,Neurological
1397,"Simpson-Golabi-Behmel syndrome, type 1, 312870 (3)","GPC3, SDYS, SGBS1",300037,Xq26,multiple
1398,"Sitosterolemia, 210250 (3)",ABCG5,605459,2p21,Metabolic
1398,"Sitosterolemia, 210250 (3)",ABCG8,605460,2p21,Metabolic
1399,Situs ambiguus (3),NODAL,601265,Chr.10,Developmental
1399,"Situs inversus viscerum, 270100 (3)","DNAH11, DNAHC11",603339,Chr.7,Developmental
1400,"Sjogren-Larsson syndrome, 270200 (3)","ALDH3A2, ALDH10, SLS, FALDH",609523,17p11.2,Metabolic
1401,"Skin fragility-woolly hair syndrome, 607655 (3)","DSP, KPPS2, PPKS2",125647,6p24,Dermatological
1403,Slow acetylation (3),"NAT2, AAC2",243400,8p23.1-p21.3,Metabolic
1404,"Slowed nerve conduction velocity, AD, 608236 (3)","ARHGEF10, KIAA0294",608136,8p23,Neurological
1406,"Small patella syndrome, 147891 (3)",TBX4,601719,17q21-q22,Skeletal
1408,"SMED Strudwick type, 184250 (3)",COL2A1,120140,12q13.11-q13.2,Skeletal
1409,"Smith-Fineman-Myers syndrome, 309580 (3)","ATRX, XH2, XNP, MRXS3, SHS",300032,Xq13,multiple
1410,"Smith-Lemli-Opitz syndrome, 270400 (3)","DHCR7, SLOS",602858,11q12-q13,multiple
1411,"Smith-Magenis syndrome, 182290 (3)","RAI1, SMCR, SMS",607642,17p11.2,multiple
1412,"Smith-McCort dysplasia, 607326 (3)","DYM, FLJ90130, DMC, SMC",607461,18q12-q21.1,Skeletal
1414,"Solitary median maxillary central incisor, 147250 (3)","SHH, HPE3, HLP3, SMMCI",600725,7q36,Skeletal
1415,Somatotrophinoma (3),"GNAS, GNAS1, GPSA, POH, PHP1B,
PHP1A, AHO",139320,20q13.2,Endocrine
1416,"Sorsby fundus dystrophy, 136900 (3)","TIMP3, SFD",188826,22q12.1-q13.2,Ophthamological
1417,"Sotos syndrome, 117550 (3)","NSD1, ARA267, STO",606681,5q35,Developmental
1418,"Spastic ataxia, Charlevoix-Saguenay type, 270550 (3)","SACS, ARSACS",604490,13q12,Neurological
1418,"Spastic paralysis, infantile onset ascending, 607225 (3)","ALS2, ALSJ, PLSJ, IAHSP",606352,2q33,Neurological
1418,"Spastic paraplegia 10, 604187 (3)","KIF5A, NKHC, SPG10",602821,12q13,Neurological
1418,"Spastic paraplegia-13, 605280 (3)","HSPD1, SPG13, HSP60",118190,2q33.1,Neurological
1418,"Spastic paraplegia-2, 312920 (3)","PLP1, PMD",300401,Xq22,Neurological
1418,"Spastic paraplegia-3A, 182600 (3)",SPG3A,606439,14q11-q21,Neurological
1418,"Spastic paraplegia-4, 182601 (3)","SPG4, SPAST",604277,2p22-p21,Neurological
1418,"Spastic paraplegia-6, 600363 (3)","NIPA1, SPG6",608145,15q11.1,Neurological
1418,"Spastic paraplegia-7, 607259 (3)","PGN, SPG7, CMAR, CAR",602783,16q24.3,Neurological
3419,"Specific granule deficiency, 245480 (3)","CEBPE, CRP1",600749,14q11.2,Immunological
1419,"Speech-language disorder-1, 602081 (3)","FOXP2, SPCH1, TNRC10, CAGH44",605317,7q31,Neurological
1422,"Spermatogenic failure, susceptibility to (3)","DAZL, DAZH, SPGYLA",601486,3p24,Renal
1423,Spherocytosis-1 (3),SPTB,182870,14q22-q23.2,Hematological
1423,Spherocytosis-2 (3),"ANK1, SPH2",182900,8p11.2,Hematological
1423,"Spherocytosis, hereditary (3)","SLC4A1, AE1, EPB3",109270,17q21-q22,Hematological
1423,"Spherocytosis, hereditary, Japanese type (3)",EPB42,177070,15q15,Hematological
1423,"Spherocytosis, recessive (3)",SPTA1,182860,1q21,Hematological
1425,"Spina bifida, 601634 (3)","MTHFD, MTHFC",172460,14q24,Developmental
1425,"Spina bifida, risk of, 601634, 182940 (3)",MTR,156570,1q43,Developmental
1425,"Spina bifida, risk of, 601634, 182940 (3)",MTRR,602568,5p15.3-p15.2,Developmental
1426,"Spinal and bulbar muscular atrophy of Kennedy, 313200 (3)","AR, DHTR, TFM, SBMA, KD, SMAX1",313700,Xq11-q12,Muscular
1426,"Spinal muscrular atrophy, late-onset, Finkel type, 182980 (3)","VAPB, VAPC, ALS8",605704,20q13.3,Muscular
1426,"Spinal muscular atrophy-1, 253300 (3)","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q12.2-q13.3,Muscular
1426,"Spinal muscular atrophy-2, 253550 (3)","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q12.2-q13.3,Muscular
1426,"Spinal muscular atrophy-3, 253400 (3)","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q12.2-q13.3,Muscular
1426,"Spinal muscular atrophy-4, 271150 (3)","SMN1, SMA1, SMA2, SMA3, SMA4",600354,5q12.2-q13.3,Muscular
1426,"Spinal muscular atrophy, distal, type V, 600794 (3)","BSCL2, SPG17",606158,11q13,Muscular
1426,"Spinal muscular atrophy, distal, type V, 600794 (3)","GARS, SMAD1, CMT2D",600287,7p15,Muscular
1426,"Spinal muscular atrophy, juvenile (3)",HEXB,606873,5q13,Muscular
1426,"Spinal muscular atrophy with respiratory distress, 604320 (3)","IGHMBP2, SMUBP2, CATF1, SMARD1",600502,11q13.2-q13.4,Muscular
1428,Spinocerebellar ataxia-10 (3),"ATXN10, SCA10",603516,22q13,Neurological
1428,"Spinocerebellar ataxia-1, 164400 (3)","ATXN1, ATX1, SCA1",601556,6p23,Neurological
1428,"Spinocerebellar ataxia 12, 604326 (3)",PPP2R2B,604325,5q31-q33,Neurological
1428,"Spinocerebellar ataxia 14, 605361 (3)","PRKCG, PKCC, PKCG, SCA14",176980,19q13.4,Neurological
1428,"Spinocerebellar ataxia 17, 607136 (3)","TBP, SCA17",600075,6q27,Neurological
1428,"Spinocerebellar ataxia-2, 183090 (3)","ATXN2, ATX2, SCA2",601517,12q24,Neurological
1428,Spinocerebellar ataxia 25 (3),SCA25,608703,2p21-p13,Neurological
1428,"Spinocerebellar ataxia-27, 609307 (3)","FGF14, FHF4, SCA27",601515,13q34,Neurological
1428,"Spinocerebellar ataxia 4, pure Japanese type, 117210 (3)",PLEKHG4,609526,16q22.1,Neurological
1428,"Spinocerebellar ataxia-6, 183086 (3)","CACNA1A, CACNL1A4, SCA6",601011,19p13,Neurological
1428,"Spinocerebellar ataxia-7, 164500 (3)","ATXN7, SCA7, OPCA3",607640,3p21.1-p12,Neurological
1428,"Spinocerebellar ataxia 8, 608768 (3)",SCA8,603680,13q21,Neurological
1428,"Spinocerebellar ataxia, autosomal recessive with axonal neuropathy, 607250 (3)",TDP1,607198,14q31-q32,Neurological
1430,"Split hand/foot malformation, type 3, 600095 (3)","SHFM3, DAC",608071,10q24,Skeletal
1430,"Split-hand/foot malformation, type 4, 605289 (3)","TP73L, TP63, KET, EEC3, SHFM4, LMS,
RHS",603273,3q27,Skeletal
1432,"Spondylocarpotarsal synostosis syndrome, 272460 (3)","FLNB, SCT, AOI",603381,3p14.3,Skeletal
1433,"Spondylocostal dysostosis, autosomal recessive, 1, 277300 (3)","DLL3, SCDO1",602768,19q13,Skeletal
1433,"Spondylocostal dysostosis, autosomal recessive 2, 608681 (3)",MESP2,605195,15q26.1,Skeletal
1435,"Spondyloepimetaphyseal dysplasia, 608728 (3)","MATN3, EDM5, HOA",602109,2p24-p23,Skeletal
1435,"Spondyloepiphyseal dysplasia, Kimberley type, 608361 (3)","AGC1, CSPG1, MSK16, SEDK",155760,15q26.1,Skeletal
1435,"Spondyloepiphyseal dysplasia, Omani type, 608637 (3)","CHST3, C6ST, C6ST1",603799,10q22.1,Skeletal
1435,"Spondyloepiphyseal dysplasia tarda, 313400 (3)","SEDL, SEDT",300202,Xp22.2-p22.1,Skeletal
1435,"Spondyloepiphyseal dysplasia tarda with progressive arthropathy, 208230 (3)","WISP3, PPAC, PPD",603400,6q22-q23,Skeletal
1436,"Spondylometaphyseal dysplasia, Japanese type (3)",COL10A1,120110,6q21-q22.3,Skeletal
1437,"Squamous cell carcinoma, burn scar-related, somatic (3)","TNFRSF6, APT1, FAS, CD95, ALPS1A",134637,10q24.1,Cancer
1437,"Squamous cell carcinoma, head and neck, 601400 (3)",ING1,601566,13q34,Cancer
1437,"Squamous cell carcinoma, head and neck, 601400 (3)","TNFRSF10B, DR5, TRAILR2",603612,8p22-p21,Cancer
1438,"Stapes ankylosis syndrome without symphalangism, 184460 (3)","NOG, SYM1, SYNS1",602991,17q22,multiple
1439,"Stargardt disease-1, 248200 (3)","ABCA4, ABCR, STGD1, FFM, RP19",601691,1p21-p13,Ophthamological
1439,"Stargardt disease 3, 600110 (3)","ELOVL4, ADMD, STGD2, STGD3",605512,6q14,Ophthamological
1440,"Startle disease, autosomal recessive (3)","GLRA1, STHE",138491,5q32,Neurological
